Source,Target,Relation
PERSON_孙小川,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_孙彦初,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_Suzy,ID_2030,参与
PERSON_Lake,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_Sarah,ID_2030,参与
PERSON_Palmer,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_唐晶,ID_2030,参与
PERSON_/王育臣,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_吴珏辉,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_许翔,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_严怿波,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_杨文彬,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_杨心琪,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_杨欣嘉,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_张巍,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_张晓,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_张彦峰/,ID_2030,参与
PERSON_张业鸿/,ID_2030,参与
PERSON_张之洲,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_郑达,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_郑宏昌,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_郑龙一海,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_周康,ID_2030,参与
PERSON_/,ID_2030,参与
PERSON_周啸虎,ID_2030,参与
PERSON_陈独秀,ID_2032,参与
PERSON_**,ID_2035,参与
PERSON_南美小黑,ID_2041,参与
PERSON_**,ID_2045,参与
PERSON_CoCo,ID_2045,参与
PERSON_朱天航,ID_2053,参与
PERSON_指导教师:何方,ID_2053,参与
PERSON_陶霏霏,ID_2053,参与
PERSON_王帆,ID_2053,参与
PERSON_诸靖雯,ID_2053,参与
PERSON_指导教师:何方,ID_2053,参与
PERSON_陶霏霏,ID_2053,参与
PERSON_王帆,ID_2053,参与
PERSON_王晗波,ID_2053,参与
PERSON_指导教师:何方,ID_2053,参与
PERSON_陶霏霏,ID_2053,参与
PERSON_王帆,ID_2053,参与
PERSON_梁子秋,ID_2053,参与
PERSON_指导教师:姚翔宇,ID_2053,参与
PERSON_陈梦婷,ID_2053,参与
PERSON_陈鑫,ID_2053,参与
PERSON_指导教师:姚翔宇,ID_2053,参与
PERSON_李雪,ID_2053,参与
PERSON_指导教师:薛冰焰,ID_2053,参与
PERSON_朱永豪,ID_2053,参与
PERSON_指导教师:曲闵民,ID_2053,参与
PERSON_詹文轩,ID_2053,参与
PERSON_陈如森,ID_2053,参与
PERSON_李剑眉,ID_2053,参与
PERSON_王馨,ID_2053,参与
PERSON_指导教师:厉勉,ID_2053,参与
PERSON_师悦,ID_2053,参与
PERSON_陈皓,ID_2053,参与
PERSON_顾硕,ID_2053,参与
PERSON_金文斌,ID_2053,参与
PERSON_许萍萍,ID_2053,参与
PERSON_吴晓晖,ID_2053,参与
PERSON_吴茜,ID_2053,参与
PERSON_指导教师:,ID_2053,参与
PERSON_厉勉,ID_2053,参与
PERSON_师悦,ID_2053,参与
PERSON_陈皓,ID_2053,参与
PERSON_郭浩波,ID_2053,参与
PERSON_顾于程,ID_2053,参与
PERSON_王朋,ID_2053,参与
PERSON_顾昱程,ID_2053,参与
PERSON_黄雨峰,ID_2053,参与
PERSON_蒋豪,ID_2053,参与
PERSON_指导教师:,ID_2053,参与
PERSON_厉勉,ID_2053,参与
PERSON_师悦,ID_2053,参与
PERSON_陈皓,ID_2053,参与
PERSON_南艺美尚设计官微,ID_2053,参与
PERSON_诸靖雯,ID_2057,参与
PERSON_朱天航,ID_2057,参与
PERSON_王晗波,ID_2057,参与
PERSON_朱敏,ID_2057,参与
PERSON_陈秋敏,ID_2057,参与
PERSON_刘均辉,ID_2057,参与
PERSON_彭帅,ID_2057,参与
PERSON_晓Nan,ID_2060,参与
PERSON_陈英,ID_2061,参与
PERSON_\[法\],ID_2063,参与
PERSON_阿尔贝·加缪,ID_2063,参与
PERSON_一了,ID_2063,参与
PERSON_吴怀尧,ID_2069,参与
PERSON_刘婧恒,ID_2070,参与
PERSON_**,ID_2074,参与
PERSON_段革新,ID_2074,参与
PERSON_candybook,ID_2075,参与
PERSON_**,ID_2079,参与
PERSON_刘富良,ID_2079,参与
PERSON_南美小白,ID_2080,参与
PERSON_**,ID_2081,参与
PERSON_段革新,ID_2081,参与
PERSON_南美小白,ID_2083,参与
PERSON_李明蔚,ID_2084,参与
PERSON_**,ID_2094,策划
PERSON_**,ID_2094,参与
PERSON_**,ID_2094,参与
PERSON_**,ID_2097,策划
PERSON_徐轩露,ID_2097,策划
PERSON_**,ID_2099,策划
PERSON_徐轩露,ID_2099,策划
PERSON_**,ID_2100,参与
PERSON_王昊楠,ID_2100,参与
PERSON_余二,ID_2104,参与
PERSON_**,ID_2113,参与
PERSON_孟晖,ID_2113,参与
PERSON_**,ID_2113,参与
PERSON_中国装束复原小组,ID_2113,参与
PERSON_**,ID_2113,参与
PERSON_吕少卿,ID_2113,参与
PERSON_**,ID_2113,参与
PERSON_阎安,ID_2113,参与
PERSON_**,ID_2114,参与
PERSON_孟晖,ID_2114,参与
PERSON_**,ID_2115,指导
PERSON_李小山,ID_2115,指导
PERSON_**,ID_2115,策划
PERSON_徐轩露,ID_2115,策划
PERSON_Wang,ID_2116,策划
PERSON_Yamin王亚敏,ID_2116,策划
PERSON_Yang,ID_2116,策划
PERSON_Xinjia杨欣嘉,ID_2116,策划
PERSON_William,ID_2116,策划
PERSON_Fowler威廉·弗勒,ID_2116,策划
PERSON_WUXU,ID_2116,策划
PERSON_WUXU研究项目,ID_2116,策划
PERSON_Qu,ID_2116,策划
PERSON_Jun曲俊,ID_2116,策划
PERSON_Liu,ID_2116,策划
PERSON_Ting,ID_2116,策划
PERSON_刘婷,ID_2116,策划
PERSON_Liu,ID_2116,策划
PERSON_Ting刘婷,ID_2116,策划
PERSON_Li,ID_2116,指导
PERSON_Xiaoshan李小山,ID_2116,指导
PERSON_**,ID_2118,策划
PERSON_林书传,ID_2118,策划
PERSON_邓国基,ID_2119,参与
PERSON_**,ID_2119,参与
PERSON_邓国基,ID_2119,参与
PERSON_**,ID_2121,参与
PERSON_孟晖,ID_2121,参与
PERSON_**,ID_2121,参与
PERSON_中国装束复原小组,ID_2121,参与
PERSON_**,ID_2121,参与
PERSON_吕少卿,ID_2121,参与
PERSON_**,ID_2121,参与
PERSON_阎安,ID_2121,参与
PERSON_**,ID_2122,参与
PERSON_孟晖,ID_2122,参与
PERSON_**,ID_2122,参与
PERSON_中国装束复原小组,ID_2122,参与
PERSON_**,ID_2122,参与
PERSON_吕少卿,ID_2122,参与
PERSON_**,ID_2122,参与
PERSON_阎安,ID_2122,参与
PERSON_**,ID_2122,参与
PERSON_孟晖,ID_2122,参与
PERSON_**,ID_2124,策划
PERSON_林书传,ID_2124,策划
PERSON_**,ID_2126,策划
PERSON_Julia,ID_2126,策划
PERSON_van,ID_2126,策划
PERSON_Mourik,ID_2126,策划
PERSON_陈瑞,ID_2126,策划
PERSON_**,ID_2126,策划
PERSON_陈正,ID_2126,策划
PERSON_徐轩露,ID_2126,策划
PERSON_**,ID_2127,参与
PERSON_**,ID_2129,策划
PERSON_Julia,ID_2129,策划
PERSON_van,ID_2129,策划
PERSON_Mourik,ID_2129,策划
PERSON_陈瑞,ID_2129,策划
PERSON_**,ID_2129,策划
PERSON_陈正,ID_2129,策划
PERSON_徐轩露,ID_2129,策划
PERSON_中国装束复原小组,ID_2130,参与
PERSON_**,ID_2130,参与
PERSON_中国装束复原小组,ID_2130,参与
PERSON_**,ID_2130,参与
PERSON_孟晖,ID_2130,参与
PERSON_中国装束复原小组**,ID_2130,参与
PERSON_**,ID_2130,参与
PERSON_吕少卿,ID_2130,参与
PERSON_**,ID_2130,参与
PERSON_阎安,ID_2130,参与
PERSON_**,ID_2131,策划
PERSON_Julia,ID_2131,策划
PERSON_van,ID_2131,策划
PERSON_Mourik,ID_2131,策划
PERSON_陈瑞,ID_2131,策划
PERSON_**,ID_2131,策划
PERSON_陈正,ID_2131,策划
PERSON_徐轩露,ID_2131,策划
PERSON_**,ID_2133,参与
PERSON_中国装束复原小组,ID_2133,参与
PERSON_**,ID_2133,参与
PERSON_孟晖,ID_2133,参与
PERSON_中国装束复原小组**,ID_2133,参与
PERSON_**,ID_2133,参与
PERSON_吕少卿,ID_2133,参与
PERSON_**,ID_2133,参与
PERSON_阎安,ID_2133,参与
PERSON_**,ID_2136,策划
PERSON_宣文陵,ID_2136,策划
PERSON_徐轩露,ID_2136,策划
PERSON_**,ID_2137,参与
PERSON_周密,ID_2137,参与
PERSON_李佳杨,ID_2137,参与
PERSON_VIBEC,ID_2137,参与
PERSON_陆大年,ID_2137,参与
PERSON_李陈健,ID_2137,参与
PERSON_郭志成,ID_2137,参与
PERSON_幕斯,ID_2137,参与
PERSON_**,ID_2138,策划
PERSON_郑闻,ID_2138,策划
PERSON_徐轩露,ID_2138,策划
PERSON_吕少卿,ID_2139,参与
PERSON_**,ID_2139,参与
PERSON_吕少卿,ID_2139,参与
PERSON_**,ID_2139,参与
PERSON_孟晖,ID_2139,参与
PERSON_中国装束复原小组,ID_2139,参与
PERSON_**,ID_2139,参与
PERSON_吕少卿,ID_2139,参与
PERSON_**,ID_2139,参与
PERSON_阎安,ID_2139,参与
PERSON_刘婷,ID_2140,参与
PERSON_郑闻,ID_2142,策划
PERSON_徐轩露,ID_2142,策划
PERSON_**,ID_2142,策划
PERSON_郑闻,ID_2142,策划
PERSON_徐轩露,ID_2142,策划
PERSON_**,ID_2143,策划
PERSON_郑闻,ID_2143,策划
PERSON_徐轩露,ID_2143,策划
PERSON_**,ID_2145,参与
PERSON_成颢,ID_2145,参与
PERSON_**,ID_2146,参与
PERSON_阎安,ID_2146,参与
PERSON_**,ID_2146,参与
PERSON_孟晖,ID_2146,参与
PERSON_中国装束复原小组,ID_2146,参与
PERSON_**,ID_2146,参与
PERSON_吕少卿,ID_2146,参与
PERSON_**,ID_2146,参与
PERSON_阎安,ID_2146,参与
PERSON_**,ID_2148,策划
PERSON_马文,ID_2148,策划
PERSON_陈瑞,ID_2148,策划
PERSON_**,ID_2148,参与
PERSON_霍斯特·鲍尔,ID_2148,参与
PERSON_**,ID_2148,参与
PERSON_霍斯特·鲍尔,ID_2148,参与
PERSON_多罗特阿·卡尔&克劳迪娅·赖歇,ID_2148,参与
PERSON_哈伦·法罗基,ID_2148,参与
PERSON_古斯塔夫·哈莫斯&卡佳·普拉切克,ID_2148,参与
PERSON_丹尼尔·科特&康斯坦扎·费舍贝克,ID_2148,参与
PERSON_阿明·林克,ID_2148,参与
PERSON_比约恩·梅尔胡斯,ID_2148,参与
PERSON_桑德拉·谢弗,ID_2148,参与
PERSON_麦吉·施耐德,ID_2148,参与
PERSON_索尔马兹·沙巴兹,ID_2148,参与
PERSON_克莱门斯·冯·魏德迈,ID_2148,参与
PERSON_弗洛里安·泽方&亚历山大·施莫格&丽莎·施密特-科里内特,ID_2148,参与
PERSON_**,ID_2148,参与
PERSON_霍斯特·鲍尔,ID_2148,参与
PERSON_多罗特阿·卡尔&克劳迪娅·赖歇,ID_2148,参与
PERSON_哈伦·法罗基,ID_2148,参与
PERSON_古斯塔夫·哈莫斯&卡佳·普拉切克,ID_2148,参与
PERSON_丹尼尔·科特&康斯坦扎·费舍贝克,ID_2148,参与
PERSON_阿明·林克,ID_2148,参与
PERSON_比约恩·梅尔胡斯,ID_2148,参与
PERSON_桑德拉·谢弗,ID_2148,参与
PERSON_麦吉·施耐德,ID_2148,参与
PERSON_索尔马兹·沙巴兹,ID_2148,参与
PERSON_克莱门斯·冯·魏德迈,ID_2148,参与
PERSON_弗洛里安·泽方&亚历山大·施莫格&丽莎·施密特-科里内特,ID_2148,参与
PERSON_**,ID_2149,策划
PERSON_威廉•勒姆布吕克,ID_2149,参与
PERSON_奥托•弗伦德里希,ID_2149,参与
PERSON_恩斯特•维尔海姆•奈伊,ID_2149,参与
PERSON_约瑟夫•博伊斯,ID_2149,参与
PERSON_A.R.,ID_2149,参与
PERSON_彭克,ID_2149,参与
PERSON_约尔格•伊门多夫,ID_2149,参与
PERSON_马库斯•吕佩尔兹,ID_2149,参与
PERSON_乔治•巴塞利玆和佩尔•柯克比,ID_2149,参与
PERSON_共120逾件作品,ID_2149,参与
PERSON_囊括绘画,ID_2149,参与
PERSON_雕塑,ID_2149,参与
PERSON_拼贴,ID_2149,参与
PERSON_影像,ID_2149,参与
PERSON_综合材料等,ID_2149,参与
PERSON_展出作品的创作年代横亘整个20世纪,ID_2149,参与
PERSON_创作年代最早的作品既可以追溯至1910年,ID_2149,参与
PERSON_也包含吕佩尔兹等艺术家2017年的最新近作,ID_2149,参与
PERSON_其中包含多件具有重要文献价值的史诗级作品。,ID_2149,参与
PERSON_**,ID_2150,策划
PERSON_马文,ID_2150,策划
PERSON_陈瑞,ID_2150,策划
PERSON_**,ID_2150,参与
PERSON_霍斯特·鲍尔,ID_2150,参与
PERSON_**,ID_2150,参与
PERSON_霍斯特·鲍尔,ID_2150,参与
PERSON_多罗特阿·卡尔&克劳迪娅·赖歇,ID_2150,参与
PERSON_哈伦·法罗基,ID_2150,参与
PERSON_古斯塔夫·哈莫斯&卡佳·普拉切克,ID_2150,参与
PERSON_丹尼尔·科特&康斯坦扎·费舍贝克,ID_2150,参与
PERSON_阿明·林克,ID_2150,参与
PERSON_比约恩·梅尔胡斯,ID_2150,参与
PERSON_桑德拉·谢弗,ID_2150,参与
PERSON_麦吉·施耐德,ID_2150,参与
PERSON_索尔马兹·沙巴兹,ID_2150,参与
PERSON_克莱门斯·冯·魏德迈,ID_2150,参与
PERSON_弗洛里安·泽方&亚历山大·施莫格&丽莎·施密特-科里内特,ID_2150,参与
PERSON_**,ID_2150,参与
PERSON_霍斯特·鲍尔,ID_2150,参与
PERSON_多罗特阿·卡尔&克劳迪娅·赖歇,ID_2150,参与
PERSON_哈伦·法罗基,ID_2150,参与
PERSON_古斯塔夫·哈莫斯&卡佳·普拉切克,ID_2150,参与
PERSON_丹尼尔·科特&康斯坦扎·费舍贝克,ID_2150,参与
PERSON_阿明·林克,ID_2150,参与
PERSON_比约恩·梅尔胡斯,ID_2150,参与
PERSON_桑德拉·谢弗,ID_2150,参与
PERSON_麦吉·施耐德,ID_2150,参与
PERSON_索尔马兹·沙巴兹,ID_2150,参与
PERSON_克莱门斯·冯·魏德迈,ID_2150,参与
PERSON_弗洛里安·泽方&亚历山大·施莫格&丽莎·施密特-科里内特,ID_2150,参与
PERSON_霍斯特·鲍尔,ID_2151,参与
PERSON_刘婷,ID_2152,参与
PERSON_**,ID_2154,策划
PERSON_郑闻,ID_2154,策划
PERSON_徐轩露,ID_2154,策划
PERSON_杨文默,ID_2154,参与
PERSON_**,ID_2155,参与
PERSON_Jacoo,ID_2155,参与
PERSON_Sun孙东旭,ID_2155,参与
PERSON_**,ID_2155,参与
PERSON_Redhotstyle赤热,ID_2155,参与
PERSON_张经纬,ID_2156,参与
PERSON_**,ID_2156,参与
PERSON_张经纬,ID_2156,参与
PERSON_**,ID_2164,策划
PERSON_陈瑞,ID_2164,策划
PERSON_**,ID_2164,参与
PERSON_王秀兰,ID_2164,参与
PERSON_张雷,ID_2164,参与
PERSON_张子贵,ID_2164,参与
PERSON_**,ID_2165,参与
PERSON_范可,ID_2165,参与
PERSON_Vinci,ID_2166,参与
PERSON_**,ID_2167,参与
PERSON_何为,ID_2167,参与
PERSON_**,ID_2169,策划
PERSON_陈瑞,ID_2169,策划
PERSON_李梅兰,ID_2169,策划
PERSON_**,ID_2169,参与
PERSON_**,ID_2169,参与
PERSON_**,ID_2171,策划
PERSON_陈瑞,ID_2171,策划
PERSON_李梅兰,ID_2171,策划
PERSON_**,ID_2171,参与
PERSON_**,ID_2171,参与
PERSON_何为,ID_2172,参与
PERSON_**,ID_2173,策划
PERSON_陈瑞,ID_2173,策划
PERSON_李梅兰,ID_2173,策划
PERSON_**,ID_2173,参与
PERSON_**,ID_2173,参与
PERSON_**,ID_2177,策划
PERSON_**,ID_2179,策划
PERSON_陈瑞,ID_2179,策划
PERSON_李梅兰,ID_2179,策划
PERSON_**,ID_2179,参与
PERSON_**,ID_2179,参与
PERSON_南美小白,ID_2179,参与
PERSON_**,ID_2181,策划
PERSON_陈瑞,ID_2181,策划
PERSON_李梅兰,ID_2181,策划
PERSON_**,ID_2181,参与
PERSON_**,ID_2181,参与
PERSON_南美小白,ID_2181,参与
PERSON_**,ID_2183,策划
PERSON_陈瑞,ID_2183,策划
PERSON_李梅兰,ID_2183,策划
PERSON_**,ID_2183,参与
PERSON_**,ID_2183,参与
PERSON_南美小白,ID_2183,参与
PERSON_刘婷,ID_2187,参与
PERSON_**,ID_2190,策划
PERSON_陈瑞,ID_2190,策划
PERSON_李梅兰,ID_2190,策划
PERSON_**,ID_2190,参与
PERSON_**,ID_2190,参与
PERSON_恋物志编辑部,ID_2191,参与
PERSON_庞二哥,ID_2195,参与
PERSON_**,ID_2199,策划
PERSON_郑闻,ID_2199,策划
PERSON_**,ID_2199,指导
PERSON_刘伟冬,ID_2199,指导
PERSON_戴舒,ID_2200,关联
PERSON_吴妍,ID_2200,关联
PERSON_南美小白,ID_2204,参与
PERSON_**,ID_2207,策划
PERSON_郑闻,ID_2207,策划
PERSON_**,ID_2207,指导
PERSON_刘伟冬,ID_2207,指导
PERSON_刘婷,ID_2207,参与
PERSON_**,ID_2210,参与
PERSON_分号C,ID_2210,参与
PERSON_**,ID_2214,策划
PERSON_**,ID_2214,参与
PERSON_毛焰,ID_2214,参与
PERSON_缪晓春,ID_2214,参与
PERSON_阿克曼,ID_2214,参与
PERSON_靳卫红,ID_2214,参与
PERSON_杨悟夫,ID_2214,参与
PERSON_刘婷,ID_2223,参与
PERSON_**,ID_2224,指导
PERSON_张素琴,ID_2224,指导
PERSON_**,ID_2224,策划
PERSON_宣文陵,ID_2224,策划
PERSON_**,ID_2224,参与
PERSON_**,ID_2226,策划
PERSON_本尾久子,ID_2226,策划
PERSON_陈瑞,ID_2226,策划
PERSON_沈奇岚,ID_2228,参与
PERSON_**,ID_2229,策划
PERSON_陈,ID_2229,策划
PERSON_瑞,ID_2229,策划
PERSON_**,ID_2229,指导
PERSON_方,ID_2229,指导
PERSON_敏,ID_2229,指导
PERSON_儿,ID_2229,指导
PERSON_**,ID_2233,策划
PERSON_本尾久子,ID_2233,策划
PERSON_陈瑞,ID_2233,策划
PERSON_**,ID_2233,参与
PERSON_**,ID_2235,策划
PERSON_本尾久子,ID_2235,策划
PERSON_陈瑞,ID_2235,策划
PERSON_刘婷,ID_2235,参与
PERSON_**,ID_2236,参与
PERSON_Ton,ID_2236,参与
PERSON_Mak,ID_2236,参与
PERSON_FLABJACKS,ID_2236,参与
PERSON_孙建春,ID_2243,参与
PERSON_**,ID_2248,策划
PERSON_徐乐,ID_2248,策划
PERSON_文刀米,ID_2248,参与
PERSON_**,ID_2249,策划
PERSON_陈,ID_2249,策划
PERSON_瑞,ID_2249,策划
PERSON_**,ID_2249,策划
PERSON_宣文陵,ID_2249,策划
PERSON_**,ID_2249,参与
PERSON_**,ID_2249,参与
PERSON_**,ID_2249,参与
PERSON_张予津,ID_2250,参与
PERSON_**,ID_2251,策划
PERSON_徐乐,ID_2251,策划
PERSON_南美小白,ID_2251,参与
PERSON_**,ID_2252,参与
PERSON_杨好,ID_2252,参与
PERSON_**,ID_2253,参与
PERSON_Ton,ID_2253,参与
PERSON_Mak,ID_2253,参与
PERSON_FLABJACKS,ID_2253,参与
PERSON_南美小白,ID_2253,参与
PERSON_**,ID_2254,策划
PERSON_本尾久子,ID_2254,策划
PERSON_陈瑞,ID_2254,策划
PERSON_**,ID_2254,参与
PERSON_李弋迪,ID_2254,参与
PERSON_**,ID_2255,参与
PERSON_周一清,ID_2255,参与
PERSON_杨冬白,ID_2255,参与
PERSON_李莹,ID_2255,参与
PERSON_薛若哲,ID_2255,参与
PERSON_温一沛,ID_2255,参与
PERSON_**,ID_2255,参与
PERSON_**Ton,ID_2255,参与
PERSON_Mak,ID_2255,参与
PERSON_FLABJACKS**,ID_2255,参与
PERSON_**,ID_2255,参与
PERSON_周一清,ID_2255,参与
PERSON_杨冬白,ID_2255,参与
PERSON_李莹,ID_2255,参与
PERSON_薛若哲,ID_2255,参与
PERSON_温一沛,ID_2255,参与
PERSON_**,ID_2256,策划
PERSON_本尾久子,ID_2256,策划
PERSON_陈瑞,ID_2256,策划
PERSON_**,ID_2256,参与
PERSON_朱茜,ID_2256,参与
PERSON_**,ID_2259,策划
PERSON_林书传,ID_2259,策划
PERSON_méng-tài-qí,ID_2259,参与
PERSON_**,ID_2262,策划
PERSON_宣文陵,ID_2262,策划
PERSON_**,ID_2263,策划
PERSON_本尾久子,ID_2263,策划
PERSON_陈瑞,ID_2263,策划
PERSON_**,ID_2263,参与
PERSON_柳林,ID_2263,参与
PERSON_范绥绥,ID_2265,参与
PERSON_博伊斯,ID_2267,参与
PERSON_A•R•彭克,ID_2267,参与
PERSON_伊门多夫,ID_2267,参与
PERSON_马库斯•吕佩尔兹,ID_2267,参与
PERSON_乔治•巴塞利玆和佩尔•柯克比。,ID_2267,参与
PERSON_panli,ID_2267,参与
PERSON_NUA,ID_2269,参与
PERSON_倪清蓉,ID_2270,参与
PERSON_南美小白,ID_2271,参与
PERSON_马路游,ID_2273,参与
PERSON_刘婷,ID_2274,参与
PERSON_马路游,ID_2275,参与
PERSON_刘婷,ID_2277,参与
PERSON_**,ID_2281,策划
PERSON_陈,ID_2281,策划
PERSON_瑞,ID_2281,策划
PERSON_**,ID_2281,指导
PERSON_杨明辉,ID_2281,指导
PERSON_**,ID_2281,参与
PERSON_**,ID_2281,参与
PERSON_维斯拉瓦·辛波斯卡,ID_2289,参与
PERSON_译者：陈黎,ID_2289,参与
PERSON_张芬龄,ID_2289,参与
PERSON_秋宇,ID_2291,参与
PERSON_作者：曹意强,ID_2292,参与
PERSON_上海书评,ID_2293,参与
PERSON_邝言,ID_2294,参与
PERSON_南美小白,ID_2297,参与
PERSON_之间BETWEENS,ID_2299,参与
PERSON_之间BETWEENS,ID_2301,参与
PERSON_**,ID_2304,参与
PERSON_南美小白,ID_2307,参与
PERSON_之间BETWEENS,ID_2309,参与
PERSON_**,ID_2310,参与
PERSON_见叔,ID_2311,参与
PERSON_钱霖亮,ID_2317,参与
PERSON_**,ID_2317,参与
PERSON_钱霖亮,ID_2317,参与
PERSON_**,ID_2318,策划
PERSON_乌尔里希·魏格纳斯特/薛峰/曹恺,ID_2318,策划
PERSON_**执行负责：**,ID_2318,策划
PERSON_薛峰/徐央央/王雨宽**学术嘉宾：**,ID_2318,策划
PERSON_何金芳/叶佑天**嘉宾：**,ID_2318,策划
PERSON_梅林·弗律格,ID_2318,策划
"PERSON_**""Mirror",ID_2318,策划
"PERSON_Phase""",ID_2318,策划
PERSON_Project:****The,ID_2318,策划
PERSON_Second,ID_2318,策划
PERSON_Contemporary,ID_2318,策划
PERSON_AnimationArt,ID_2318,策划
PERSON_Documentation,ID_2318,策划
PERSON_Exhibition,ID_2318,策划
PERSON_in,ID_2318,策划
PERSON_Nanjing**,ID_2318,策划
PERSON_**,ID_2318,策划
PERSON_张承志/王方**艺术总监：**,ID_2318,策划
PERSON_刘健**策展人：**,ID_2318,策划
PERSON_乌尔里希·魏格纳斯特/薛峰/曹恺,ID_2318,策划
PERSON_**执行负责：**,ID_2318,策划
PERSON_薛峰/徐央央/王雨宽**学术嘉宾：**,ID_2318,策划
PERSON_何金芳/叶佑天**嘉宾：**,ID_2318,策划
PERSON_梅林·弗律格,ID_2318,策划
"PERSON_**""Mirror",ID_2318,策划
"PERSON_Phase""",ID_2318,策划
PERSON_Project:****The,ID_2318,策划
PERSON_Second,ID_2318,策划
PERSON_Contemporary,ID_2318,策划
PERSON_AnimationArt,ID_2318,策划
PERSON_Documentation,ID_2318,策划
PERSON_Exhibition,ID_2318,策划
PERSON_in,ID_2318,策划
PERSON_Nanjing**,ID_2318,策划
PERSON_**,ID_2318,参与
PERSON_何金芳/叶佑天**嘉宾：**,ID_2318,参与
PERSON_梅林·弗律格,ID_2318,参与
"PERSON_**""Mirror",ID_2318,参与
"PERSON_Phase""",ID_2318,参与
PERSON_Project:****The,ID_2318,参与
PERSON_Second,ID_2318,参与
PERSON_Contemporary,ID_2318,参与
PERSON_AnimationArt,ID_2318,参与
PERSON_Documentation,ID_2318,参与
PERSON_Exhibition,ID_2318,参与
PERSON_in,ID_2318,参与
PERSON_Nanjing**,ID_2318,参与
PERSON_**,ID_2319,策划
PERSON_乌尔里希·魏格纳斯特/曹恺/薛峰,ID_2319,策划
PERSON_**,ID_2319,策划
PERSON_张承志/王方,ID_2319,策划
PERSON_**,ID_2319,参与
PERSON_何金芳/叶佑天,ID_2319,参与
PERSON_**,ID_2319,参与
PERSON_梅林·弗律格,ID_2319,参与
PERSON_尾仲浩二,ID_2320,参与
PERSON_**,ID_2320,参与
PERSON_尾仲浩二,ID_2320,参与
PERSON_**,ID_2321,参与
PERSON_马立华,ID_2321,参与
PERSON_Ma,ID_2321,参与
PERSON_LiHua,ID_2321,参与
PERSON_恋物志编辑部,ID_2323,参与
PERSON_**,ID_2324,参与
PERSON_王宁,ID_2324,参与
PERSON_**,ID_2324,参与
PERSON_张亮,ID_2324,参与
PERSON_Aki,ID_2325,参与
PERSON_Jiang,ID_2325,参与
PERSON_**,ID_2325,参与
PERSON_王梦琪,ID_2329,参与
PERSON_王梦琪**,ID_2329,参与
PERSON_王梦琪**,ID_2329,参与
PERSON_**,ID_2330,策划
PERSON_邬烈炎,ID_2330,策划
PERSON_**,ID_2330,策划
PERSON_张素琴,ID_2330,策划
PERSON_王佳维,ID_2330,策划
PERSON_**,ID_2333,策划
PERSON_陈瑞,ID_2333,策划
PERSON_**,ID_2333,参与
PERSON_王牧羽,ID_2333,参与
PERSON_**,ID_2334,策划
PERSON_林书传,ID_2334,策划
PERSON_王亚敏,ID_2335,参与
PERSON_萧红,ID_2337,参与
PERSON_糖罐子,ID_2337,参与
PERSON_刘婷,ID_2338,参与
PERSON_陈洁,ID_2342,参与
PERSON_**,ID_2343,参与
PERSON_**,ID_2343,参与
PERSON_之间BETWEENS,ID_2344,参与
PERSON_朱自清,ID_2346,参与
PERSON_南美小白,ID_2347,参与
PERSON_费尔南多·梅里尔斯,ID_2348,关联
PERSON_刘静,ID_2348,参与
PERSON_张爱玲,ID_2354,参与
PERSON_之间BETWEENS,ID_2355,参与
PERSON_邢海燕,ID_2357,参与
PERSON_**,ID_2357,参与
PERSON_邢海燕,ID_2357,参与
PERSON_**,ID_2358,策划
PERSON_王庭杰,ID_2358,策划
PERSON_**,ID_2358,参与
PERSON_张扬,ID_2358,参与
PERSON_**,ID_2359,策划
PERSON_王庭杰,ID_2359,策划
PERSON_**,ID_2359,参与
PERSON_樊进,ID_2359,参与
PERSON_之间BETWEENS,ID_2360,参与
PERSON_颜榴,ID_2361,参与
PERSON_侯孝贤,ID_2362,关联
PERSON_杨德昌,ID_2362,关联
PERSON_蔡明亮,ID_2362,关联
PERSON_带引读者透过拉冈的视野重看台湾新电影。,ID_2362,关联
PERSON_杨小滨,ID_2362,参与
PERSON_南美小白,ID_2368,参与
PERSON_\[美\],ID_2369,参与
PERSON_蕾切尔·卡森,ID_2369,参与
PERSON_南美小白,ID_2369,参与
PERSON_郑闻,ID_2370,参与
PERSON_南美小白,ID_2371,参与
PERSON_南美小白,ID_2372,参与
PERSON_南美小白,ID_2373,参与
PERSON_MK,ID_2375,参与
PERSON_南美小白,ID_2376,参与
PERSON_南美小白,ID_2377,参与
